topic,url,index,ratings,total,snapshot
health,http://www.cdc.gov/vaccines/vac-gen/side-effects.htm,76,"0,0,0,0,2",2,/static/snapshots/l/url76.jpg
health,http://www.who.int/csr/disease/swineflu/frequently_asked_questions/vaccine_preparedness/safety_approval/en/index.html,77,"0,0,0,1,1",2,/static/snapshots/l/url77.jpg
arts_entertainment,http://www.thehollywoodgossip.com/2010/06/new-adam-lambert-music-video-love-it-or-hate-it/,78,"0,0,1,1,0",2,/static/snapshots/l/url78.jpg
arts_entertainment,http://www.imdb.com/name/nm2189338/,79,"0,0,0,1,1",2,/static/snapshots/l/url79.jpg
arts_entertainment,http://top40.about.com/od/l/p/adamlambert.htm,80,"0,0,0,2,0",2,/static/snapshots/l/url80.jpg
sports,http://www.usatoday.com/sports/cycling/2010-06-08-UCI-floyd-landis-drug-accusations_N.htm,81,"0,0,0,2,0",2,/static/snapshots/l/url81.jpg
arts_entertainment,http://sportsillustrated.cnn.com/2010/magazine/05/25/lance.armstrong/index.html,82,"0,0,0,1,1",2,/static/snapshots/l/url82.jpg
sports,http://sports.espn.go.com/oly/cycling/news/story?id=3029089,83,"0,0,0,1,1",2,/static/snapshots/l/url83.jpg
sports,http://latimesblogs.latimes.com/sports_blog/2010/06/floyd-landis-hires-greg-lemonds-lawyers.html,84,"0,0,0,2,0",2,/static/snapshots/l/url84.jpg
sports,http://sports.espn.go.com/oly/cycling/news/story?id=2541883,85,"0,0,0,2,0",2,/static/snapshots/l/url85.jpg
sports,http://www.cyclingnews.com/editions/cycling-news-flash-june-30-2008,86,"0,0,1,1,0",2,/static/snapshots/l/url86.jpg
arts_entertainment,http://www.cbass.com/FloydLandis.htm,87,"0,1,0,1,0",2,/static/snapshots/l/url87.jpg
sports,http://www.nytimes.com/2010/02/16/sports/cycling/16landis.html,88,"0,0,0,1,1",2,/static/snapshots/l/url88.jpg
science_technology,http://www.huffingtonpost.com/2010/02/15/floyd-landis-arrest-warra_n_462711.html,89,"0,0,0,1,1",2,/static/snapshots/l/url89.jpg
health,http://orthopedics.about.com/od/famousinjuries/p/landis.htm,90,"0,0,1,1,0",2,/static/snapshots/l/url90.jpg
religion,http://newsweek.washingtonpost.com/onfaith/guestvoices/2010/06/lady_gaga_is_no_madonna.html?hpid=talkbox1,91,"0,0,0,1,1",2,/static/snapshots/l/url91.jpg
arts_entertainment,http://www.last.fm/music/Lady+GaGa,92,"0,0,0,2,0",2,/static/snapshots/l/url92.jpg
arts_entertainment,http://ladygagaonline.net/,93,"0,0,0,2,0",2,/static/snapshots/l/url93.jpg
arts_entertainment,http://new.music.yahoo.com/lady-gaga/,94,"0,0,0,2,0",2,/static/snapshots/l/url94.jpg
arts_entertainment,http://top40.about.com/od/l/p/ladygaga.htm,95,"0,0,0,2,0",2,/static/snapshots/l/url95.jpg
arts_entertainment,http://www.mahalo.com/lady-gaga,96,"0,0,0,2,0",2,/static/snapshots/l/url96.jpg
arts_entertainment,http://abcnews.go.com/Entertainment/story?id=8278249&page=1,97,"0,0,0,1,1",2,/static/snapshots/l/url97.jpg
arts_entertainment,http://www.stubhub.com/lady-gaga-tickets/,98,"0,0,0,1,1",2,/static/snapshots/l/url98.jpg
arts_entertainment,http://www.zimbio.com/Lady+Gaga,99,"0,0,0,2,0",2,/static/snapshots/l/url99.jpg
arts_entertainment,http://www.celebuzz.com/celebrities/lady-gaga/,100,"0,0,1,1,0",2,/static/snapshots/l/url100.jpg
arts_entertainment,http://www.michaeljackson.com/us/home,101,"0,0,0,2,0",2,/static/snapshots/l/url101.jpg
arts_entertainment,http://www.myspace.com/michaeljackson,102,"0,0,1,1,0",2,/static/snapshots/l/url102.jpg
arts_entertainment,http://www.tmz.com/person/michael-jackson/,103,"0,1,0,1,0",2,/static/snapshots/l/url103.jpg
arts_entertainment,http://today.msnbc.msn.com/id/37764023,104,"0,0,0,2,0",2,/static/snapshots/l/url104.jpg
arts_entertainment,http://www.flixster.com/actor/michael-jackson,105,"0,0,1,1,0",2,/static/snapshots/l/url105.jpg
arts_entertainment,http://www.fanhistory.com/wiki/Michael_Jackson,106,"0,1,0,1,0",2,/static/snapshots/l/url106.jpg
arts_entertainment,http://www.last.fm/music/Michael+Jackson,107,"0,0,0,2,0",2,/static/snapshots/l/url107.jpg
arts_entertainment,http://www.amazon.com/Michael-Jackson/e/B000APU04Q,108,"0,0,0,1,1",2,/static/snapshots/l/url108.jpg
arts_entertainment,http://en.wikiquote.org/wiki/Michael_Jackson,109,"0,0,0,2,0",2,/static/snapshots/l/url109.jpg
arts_entertainment,http://www.hollyscoop.com/michael-jackson/40.aspx,110,"0,0,1,1,0",2,/static/snapshots/l/url110.jpg
arts_entertainment,http://topics.nytimes.com/top/reference/timestopics/people/j/michael_jackson/index.html,111,"0,0,0,1,1",2,/static/snapshots/l/url111.jpg
arts_entertainment,http://www.mahalo.com/michael-jackson,112,"0,0,0,2,0",2,/static/snapshots/l/url112.jpg
arts_entertainment,http://abcnews.go.com/Entertainment/MichaelJackson/story?id=7932509&page=1,113,"0,0,0,2,0",2,/static/snapshots/l/url113.jpg
arts_entertainment,http://itunes.apple.com/us/artist/michael-jackson/id32940,114,"0,0,0,1,1",2,/static/snapshots/l/url114.jpg
arts_entertainment,http://www.nme.com/artists/michael-jackson/,115,"0,0,1,1,0",2,/static/snapshots/l/url115.jpg
arts_entertainment,http://en.wikipedia.org/wiki/Nadya_Suleman,116,"0,0,0,1,1",2,/static/snapshots/l/url116.jpg
sports,http://topics.latimes.com/health/nadya-suleman,117,"0,0,0,2,0",2,/static/snapshots/l/url117.jpg
recreation,http://www.mahalo.com/nadya-suleman,118,"0,0,0,1,1",2,/static/snapshots/l/url118.jpg
sports,http://topics.nytimes.com/top/reference/timestopics/people/s/nadya_suleman/index.html,119,"0,0,0,1,1",2,/static/snapshots/l/url119.jpg
science_technology,http://www.heritage.org/Research/Reports/2007/12/Beware-of-Cap-and-Trade-Climate-Bills,120,"0,0,0,1,1",2,/static/snapshots/l/url120.jpg
culture_politics,http://online.wsj.com/article/SB124588837560750781.html,121,"0,0,0,1,1",2,/static/snapshots/l/url121.jpg
science_technology,http://www.generationgreen.org/cap-trade.htm,122,"0,0,0,2,0",2,/static/snapshots/l/url122.jpg
science_technology,http://www.fastcompany.com/1661427/cap-and-trade-definition-its-all-easier-to-understand-than-you-think?partner=rss,123,"0,0,0,2,0",2,/static/snapshots/l/url123.jpg
science_technology,http://topics.nytimes.com/topics/reference/timestopics/subjects/g/greenhouse_gas_emissions/cap_and_trade/index.html?inline=nyt-classifier,124,"0,0,0,2,0",2,/static/snapshots/l/url124.jpg
science_technology,http://voices.washingtonpost.com/ezra-klein/2010/06/a_utilities-only_cap-and-trade.html?hpid=news-col-blog,125,"0,0,0,2,0",2,/static/snapshots/l/url125.jpg
science_technology,http://www.arb.ca.gov/cc/capandtrade/capandtrade.htm,126,"0,0,0,1,1",2,/static/snapshots/l/url126.jpg
science_technology,http://www.edf.org/page.cfm?tagID=1085,127,"0,0,0,2,0",2,/static/snapshots/l/url127.jpg
business,http://www.carbontax.org/issues/carbon-taxes-vs-cap-and-trade/,128,"0,0,0,2,0",2,/static/snapshots/l/url128.jpg
business,http://www.businessdictionary.com/definition/cap-and-trade.html,129,"0,0,0,2,0",2,/static/snapshots/l/url129.jpg
science_technology,http://en.wikipedia.org/wiki/Climate_change_consensus,130,"0,0,1,1,0",2,/static/snapshots/l/url130.jpg
science_technology,http://www.ecy.wa.gov/climatechange/,131,"0,0,0,1,1",2,/static/snapshots/l/url131.jpg
science_technology,http://online.wsj.com/article/SB124597505076157449.html,132,"0,0,0,1,1",2,/static/snapshots/l/url132.jpg
science_technology,http://www.britannica.com/EBchecked/topic/121632/climate-change,133,"0,0,0,1,1",2,/static/snapshots/l/url133.jpg
culture_politics,http://www.huffingtonpost.com/news/climate-change,134,"0,0,0,2,0",2,/static/snapshots/l/url134.jpg
science_technology,http://www.climatechange.ca.gov/,135,"0,0,0,1,1",2,/static/snapshots/l/url135.jpg
science_technology,http://www.water.ca.gov/climatechange/,136,"0,0,0,1,1",2,/static/snapshots/l/url136.jpg
science_technology,http://climatechange.msu.edu/,137,"0,0,0,2,0",2,/static/snapshots/l/url137.jpg
science_technology,http://www.geosociety.org/positions/position10.htm,138,"0,0,0,2,0",2,/static/snapshots/l/url138.jpg
science_technology,http://www.ecy.wa.gov/climatechange/whatis.htm,139,"0,0,0,1,1",2,/static/snapshots/l/url139.jpg
business,http://jobs.greenbiz.com/,140,"0,0,0,2,0",2,/static/snapshots/l/url140.jpg
science_technology,http://www.sustainablebusiness.com/jobs/,141,"0,0,0,2,0",2,/static/snapshots/l/url141.jpg
business,http://jobs.treehugger.com/,142,"0,0,0,2,0",2,/static/snapshots/l/url142.jpg
business,http://www.fastcompany.com/articles/2009/01/best-green-jobs.html,143,"0,0,0,2,0",2,/static/snapshots/l/url143.jpg
business,http://www.sierraclub.org/greenjobs/,144,"0,0,0,1,1",2,/static/snapshots/l/url144.jpg
business,http://www.careerbuilder.com/jobs/keyword/green+jobs,145,"0,0,0,2,0",2,/static/snapshots/l/url145.jpg
science_technology,http://urbanhabitat.org/node/528,146,"0,0,1,1,0",2,/static/snapshots/l/url146.jpg
science_technology,http://jobs.jetsongreen.com/,147,"0,0,0,2,0",2,/static/snapshots/l/url147.jpg
business,http://www.msnbc.msn.com/id/27284822/,148,"0,0,0,2,0",2,/static/snapshots/l/url148.jpg
business,http://greenjobs.itcilo.org/,149,"0,0,0,2,0",2,/static/snapshots/l/url149.jpg
business,http://www.greenjobscentral.blogspot.com/,150,"0,0,0,2,0",2,/static/snapshots/l/url150.jpg
science_technology,http://www.5milliongreenjobs.org/,151,"0,0,0,2,0",2,/static/snapshots/l/url151.jpg
business,http://jobs.grist.org/,152,"0,0,0,2,0",2,/static/snapshots/l/url152.jpg
law_crime,http://greenjobs.workforce3one.org/,153,"0,0,0,2,0",2,/static/snapshots/l/url153.jpg
culture_politics,http://veteransgreenjobs.org/,154,"0,0,0,2,0",2,/static/snapshots/l/url154.jpg
science_technology,http://www.greencollarblog.org/,155,"0,0,0,2,0",2,/static/snapshots/l/url155.jpg
business,http://www.msnbc.msn.com/id/24794156/,156,"0,0,0,2,0",2,/static/snapshots/l/url156.jpg
science_technology,http://organic.org/,157,"0,0,0,1,1",2,/static/snapshots/l/url157.jpg
science_technology,http://www.organiceatingdaily.com/,158,"0,0,0,2,0",2,/static/snapshots/l/url158.jpg
business,http://www.webmd.com/food-recipes/features/eating-organic,159,"0,0,0,2,0",2,/static/snapshots/l/url159.jpg
science_technology,http://www.msnbc.msn.com/id/3076638/,160,"0,0,0,2,0",2,/static/snapshots/l/url160.jpg
science_technology,http://www.nytimes.com/2009/03/22/weekinreview/22bittman.html,161,"0,0,0,2,0",2,/static/snapshots/l/url161.jpg
science_technology,http://www.nytimes.com/2008/12/04/health/04iht-snparker.1.18329349.html,162,"0,0,0,2,0",2,/static/snapshots/l/url162.jpg
business,http://www.bankrate.com/brm/news/cheap/20040901a1.asp,163,"0,0,0,2,0",2,/static/snapshots/l/url163.jpg
science_technology,"http://www.time.com/time/magazine/article/0,9171,1595245,00.html",164,"0,0,0,2,0",2,/static/snapshots/l/url164.jpg
science_technology,http://articles.sfgate.com/2007-11-28/food/17269959_1_antioxidants-organic-uc-davis,165,"0,0,0,2,0",2,/static/snapshots/l/url165.jpg
science_technology,http://www.recipe4living.com/articles/eating_organic.htm,166,"0,0,0,2,0",2,/static/snapshots/l/url166.jpg
business,http://www.organic.org/articles/showarticle/article-207,167,"0,0,0,2,0",2,/static/snapshots/l/url167.jpg
science_technology,http://www.eatingwell.com/food_news_origins/green_sustainable/organic_or_not_is_organic_produce_healthier_than_conventional,168,"0,0,0,2,0",2,/static/snapshots/l/url168.jpg
science_technology,http://www.goodharvestmarket.com/special_diets/eating_organic.html,169,"0,0,0,2,0",2,/static/snapshots/l/url169.jpg
business,http://www.csmonitor.com/From-the-news-wires/2010/0617/Renewable-energy-New-Mexico-to-build-two-solar-power-facilities,170,"0,0,0,1,1",2,/static/snapshots/l/url170.jpg
business,http://renewableenergy.com/,171,"0,0,0,2,0",2,/static/snapshots/l/url171.jpg
science_technology,http://www.answers.com/topic/renewable-energy,172,"0,0,0,2,0",2,/static/snapshots/l/url172.jpg
science_technology,http://www.nrel.gov/learning/,173,"0,0,0,1,1",2,/static/snapshots/l/url173.jpg
business,http://www.wikinvest.com/industry/Renewable_Energy,174,"0,0,0,2,0",2,/static/snapshots/l/url174.jpg
science_technology,http://www.uwsp.edu/cnr/wcee/keep/renewable_energy_education/,175,"0,0,0,1,1",2,/static/snapshots/l/url175.jpg
science_technology,http://www.energysavers.gov/renewable_energy/,176,"0,0,0,1,1",2,/static/snapshots/l/url176.jpg
business,http://www.focusonenergy.com/Renewable/,177,"0,0,0,1,1",2,/static/snapshots/l/url177.jpg
science_technology,http://www.renewablechoice.com/,178,"0,0,0,2,0",2,/static/snapshots/l/url178.jpg
science_technology,http://www.amazon.com/Renewable-Energy-Godfrey-Boyle/dp/0199261784,179,"0,0,0,1,1",2,/static/snapshots/l/url179.jpg
business,http://www.njcleanenergy.com/renewable-energy/home/home,180,"0,0,0,1,1",2,/static/snapshots/l/url180.jpg
science_technology,http://www.eia.doe.gov/fuelrenewable.html,181,"0,0,0,1,1",2,/static/snapshots/l/url181.jpg
science_technology,http://arch.hku.hk/research/BEER/renew.htm,182,"0,0,0,2,0",2,/static/snapshots/l/url182.jpg
science_technology,http://www.dec.ny.gov/energy/40899.html,183,"0,0,0,1,1",2,/static/snapshots/l/url183.jpg
health,http://www.genetichealth.com/ALZ_Genetics_of_Alzheimers_Disease.shtml,184,"0,0,0,2,0",2,/static/snapshots/l/url184.jpg
science_technology,http://news.bbc.co.uk/2/hi/health/8237686.stm,185,"0,0,0,1,1",2,/static/snapshots/l/url185.jpg
health,http://www.medicalnewstoday.com/articles/163133.php,186,"0,0,0,2,0",2,/static/snapshots/l/url186.jpg
science_technology,http://www.accessexcellence.org/WN/SUA12/alz398.php,187,"0,0,0,2,0",2,/static/snapshots/l/url187.jpg
science_technology,http://www.guardian.co.uk/science/2009/sep/06/alzheimers-disease-genes-research,188,"0,0,0,1,1",2,/static/snapshots/l/url188.jpg
science_technology,http://discovermagazine.com/2010/jan-feb/088,189,"0,0,0,2,0",2,/static/snapshots/l/url189.jpg
health,http://abcnews.go.com/Health/MindMoodNews/alzheimers-gene-discovery/story?id=8494263,190,"0,0,0,2,0",2,/static/snapshots/l/url190.jpg
health,http://brainfitforlife.com/blog/?tag=alzheimers-genes,191,"0,0,1,1,0",2,/static/snapshots/l/url191.jpg
science_technology,http://www.medicalnewstoday.com/articles/116532.php,192,"0,0,0,2,0",2,/static/snapshots/l/url192.jpg
health,http://www.nhs.uk/news/2009/09September/Pages/NewAlzheimersGenesFound.aspx,193,"0,0,0,1,1",2,/static/snapshots/l/url193.jpg
science_technology,http://www.usnews.com/science/articles/2009/09/08/three-genes-linked-to-alzheimers-disease-risk.html,194,"0,0,0,2,0",2,/static/snapshots/l/url194.jpg
science_technology,http://www.bloomberg.com/apps/news?pid=20601087&sid=arR9p6MFWd9I,195,"0,0,0,2,0",2,/static/snapshots/l/url195.jpg
science_technology,http://blogs.nature.com/news/thegreatbeyond/2009/09/alzheimers_genes_identified.html,196,"0,0,0,2,0",2,/static/snapshots/l/url196.jpg
health,http://www.npr.org/blogs/health/2009/09/more_alzheimers_genes_found_cu.html,197,"0,0,0,1,1",2,/static/snapshots/l/url197.jpg
arts_entertainment,http://latimesblogs.latimes.com/booster_shots/2009/09/new-genes-linked-to-alzheimers.html,198,"0,0,0,2,0",2,/static/snapshots/l/url198.jpg
health,http://www.thedietchannel.com/atkins.htm,199,"0,0,0,2,0",2,/static/snapshots/l/url199.jpg
health,http://www.diet.com/store/facts/atkins-diet,200,"0,0,0,2,0",2,/static/snapshots/l/url200.jpg
health,http://www.oprah.com/health/Is-South-Beach-Diet-Better-Than-Atkins-or-Other-Diets,201,"0,0,0,2,0",2,/static/snapshots/l/url201.jpg
health,http://www.amazon.com/Dr-Atkins-New-Diet-Revolution/dp/0380727293,202,"0,0,0,1,1",2,/static/snapshots/l/url202.jpg
health,http://www.amazon.com/Dr-Atkins-New-Diet-Revolution/dp/0380803682,203,"0,0,0,1,1",2,/static/snapshots/l/url203.jpg
health,http://www.lowcarb.ca/articlesb/article328.html,204,"0,0,0,2,0",2,/static/snapshots/l/url204.jpg
health,http://serendip.brynmawr.edu/exchange/node/1700,205,"0,0,1,1,0",2,/static/snapshots/l/url205.jpg
health,http://my.dietpower.com/features/atkins_diet.php,206,"0,0,0,2,0",2,/static/snapshots/l/url206.jpg
health,http://www.atkinsexposed.org/atkins/99/Mayo_Clinic.htm,207,"0,0,0,2,0",2,/static/snapshots/l/url207.jpg
health,http://www.everydiet.org/diet/atkins-diet/comment-page-1,208,"0,0,1,1,0",2,/static/snapshots/l/url208.jpg
health,http://www.netdoctor.co.uk/features/atkins_diet_003833.htm,209,"0,0,0,2,0",2,/static/snapshots/l/url209.jpg
health,http://professionals.epilepsy.com/secondary/atkinsadults.html,210,"0,0,0,2,0",2,/static/snapshots/l/url210.jpg
health,http://www.autismweb.com/signs.htm,211,"0,0,0,2,0",2,/static/snapshots/l/url211.jpg
health,http://www.autismspeaks.org/whatisit/learnsigns.php,212,"0,0,0,2,0",2,/static/snapshots/l/url212.jpg
health,http://www.medicinenet.com/script/main/art.asp?articlekey=80625,213,"0,0,0,1,1",2,/static/snapshots/l/url213.jpg
health,http://www.helpguide.org/mental/autism_signs_symptoms.htm,214,"0,0,0,2,0",2,/static/snapshots/l/url214.jpg
health,http://www.autismspeaks.ca/en/early-warning-signs,215,"0,0,0,2,0",2,/static/snapshots/l/url215.jpg
health,http://www.firstsigns.org/,216,"0,0,0,2,0",2,/static/snapshots/l/url216.jpg
science_technology,http://autismmclean.org/understandingAutism/warningSigns,217,"0,0,0,2,0",2,/static/snapshots/l/url217.jpg
health,http://autism.suite101.com/article.cfm/early_diagnosis_of_autism,218,"0,0,0,2,0",2,/static/snapshots/l/url218.jpg
health,http://www.justmommies.com/articles/early-warning-signs-autism.shtml,219,"0,0,0,2,0",2,/static/snapshots/l/url219.jpg
health,http://www.ehow.com/about_5435410_early-warning-signs-autism.html,220,"0,0,0,2,0",2,/static/snapshots/l/url220.jpg
health,http://www.firstsigns.org/delays_disorders/asd.htm,221,"0,0,0,2,0",2,/static/snapshots/l/url221.jpg
health,http://drphil.com/articles/article/545,222,"0,0,0,2,0",2,/static/snapshots/l/url222.jpg
