topic,url,index,ratings,total
Environment,http://www.energy.ca.gov/renewables/index.html,60,"0,0,0,0,2",2
Environment,http://www.dieoff.org/page84.htm,61,"0,0,0,1,1",2
Environment,http://nationalatlas.gov/articles/people/a_energy.html,62,"0,0,0,0,2",2
Environment,http://the-mrea.org/,63,"0,0,0,1,1",2
Health,http://www.mayoclinic.com/health/alzheimers-genes/AZ00047,64,"0,0,0,0,2",2
Health,"http://www.time.com/time/health/article/0,8599,1920745,00.html",65,"0,0,0,0,2",2
Health,http://physrev.physiology.org/cgi/content/full/81/2/741,66,"0,0,0,1,1",2
Health,http://www.nia.nih.gov/Alzheimers/Publications/geneticsfs.htm,67,"0,0,0,0,2",2
Health,http://www.ncbi.nlm.nih.gov/pubmed/11274343,68,"0,0,0,0,2",2
Health,http://www.webmd.com/alzheimers/guide/20061101/who-gets-alzheimers-genes-hold-key,69,"0,0,0,0,2",2
Health,http://www.businessweek.com/lifestyle/content/healthday/640111.html,70,"0,0,0,0,2",2
Health,http://www.medpagetoday.com/Neurology/AlzheimersDisease/15850,71,"0,0,0,0,2",2
Health,http://www.alzinfo.org/alzheimers-genetic.asp,72,"0,0,0,1,1",2
Health,http://en.wikipedia.org/wiki/Alzheimer%27s_disease,73,"0,0,0,0,2",2
Health,http://news.health.com/2010/05/11/new-alzheimers-risk-genes-identified/,74,"0,0,0,0,2",2
Health,http://nccam.nih.gov/research/results/spotlight/030607.htm,75,"0,0,0,0,2",2
Health,http://www.clinicaltrials.gov/ct2/show/NCT00006193,76,"0,0,0,0,2",2
Health,http://www.mayoclinic.com/health/autism/DS00348/DSECTION=symptoms,77,"0,0,0,0,2",2
Health,http://www.cornerstorkbabygifts.com/autism-warning-signs.aspx,78,"0,0,0,1,1",2
Health,http://www.cdc.gov/h1n1flu/vaccination/vaccine_safety_qa.htm,79,"0,0,0,0,2",2
Health,http://www.cdc.gov/vaccines/vac-gen/side-effects.htm,80,"0,0,0,0,2",2
Health,http://www.who.int/csr/disease/swineflu/frequently_asked_questions/vaccine_preparedness/safety_approval/en/index.html,81,"0,0,0,1,1",2
Celebrities,http://www.thehollywoodgossip.com/2010/06/new-adam-lambert-music-video-love-it-or-hate-it/,82,"0,0,1,1,0",2
Celebrities,http://www.imdb.com/name/nm2189338/,83,"0,0,0,1,1",2
Celebrities,http://top40.about.com/od/l/p/adamlambert.htm,84,"0,0,0,2,0",2
Celebrities,http://www.usatoday.com/sports/cycling/2010-06-08-UCI-floyd-landis-drug-accusations_N.htm,85,"0,0,0,2,0",2
Celebrities,http://sportsillustrated.cnn.com/2010/magazine/05/25/lance.armstrong/index.html,86,"0,0,0,1,1",2
Celebrities,http://sports.espn.go.com/oly/cycling/news/story?id=3029089,87,"0,0,0,1,1",2
Celebrities,http://latimesblogs.latimes.com/sports_blog/2010/06/floyd-landis-hires-greg-lemonds-lawyers.html,88,"0,0,0,2,0",2
Celebrities,http://sports.espn.go.com/oly/cycling/news/story?id=2541883,89,"0,0,0,2,0",2
Celebrities,http://www.cyclingnews.com/editions/cycling-news-flash-june-30-2008,90,"0,0,1,1,0",2
Celebrities,http://pipeline.corante.com/archives/2006/08/01/testosterone_carbon_isotopes_and_floyd_landis.php,91,"0,0,1,1,0",2
Celebrities,http://www.cbass.com/FloydLandis.htm,92,"0,1,0,1,0",2
Celebrities,http://www.nytimes.com/2010/02/16/sports/cycling/16landis.html,93,"0,0,0,1,1",2
Celebrities,http://www.huffingtonpost.com/2010/02/15/floyd-landis-arrest-warra_n_462711.html,94,"0,0,0,1,1",2
Celebrities,http://orthopedics.about.com/od/famousinjuries/p/landis.htm,95,"0,0,1,1,0",2
Celebrities,http://newsweek.washingtonpost.com/onfaith/guestvoices/2010/06/lady_gaga_is_no_madonna.html?hpid=talkbox1,96,"0,0,0,1,1",2
Celebrities,http://www.last.fm/music/Lady+GaGa,97,"0,0,0,2,0",2
Celebrities,http://ladygagaonline.net/,98,"0,0,0,2,0",2
Celebrities,http://www.lady-gaga.net/,99,"0,0,0,2,0",2
Celebrities,http://new.music.yahoo.com/lady-gaga/,100,"0,0,0,2,0",2
Celebrities,http://top40.about.com/od/l/p/ladygaga.htm,101,"0,0,0,2,0",2
Celebrities,http://www.mahalo.com/lady-gaga,102,"0,0,0,2,0",2
Celebrities,http://abcnews.go.com/Entertainment/story?id=8278249&page=1,103,"0,0,0,1,1",2
Celebrities,http://www.stubhub.com/lady-gaga-tickets/,104,"0,0,0,1,1",2
Celebrities,http://www.zimbio.com/Lady+Gaga,105,"0,0,0,2,0",2
Celebrities,http://www.celebuzz.com/celebrities/lady-gaga/,106,"0,0,1,1,0",2
Celebrities,http://www.michaeljackson.com/us/home,107,"0,0,0,2,0",2
Celebrities,http://www.myspace.com/michaeljackson,108,"0,0,1,1,0",2
Celebrities,http://www.tmz.com/person/michael-jackson/,109,"0,1,0,1,0",2
Celebrities,http://today.msnbc.msn.com/id/37764023,110,"0,0,0,2,0",2
Celebrities,http://www.flixster.com/actor/michael-jackson,111,"0,0,1,1,0",2
Celebrities,http://www.fanhistory.com/wiki/Michael_Jackson,112,"0,1,0,1,0",2
Celebrities,http://www.last.fm/music/Michael+Jackson,113,"0,0,0,2,0",2
Celebrities,http://www.amazon.com/Michael-Jackson/e/B000APU04Q,114,"0,0,0,1,1",2
Celebrities,http://en.wikiquote.org/wiki/Michael_Jackson,115,"0,0,0,2,0",2
Celebrities,http://www.hollyscoop.com/michael-jackson/40.aspx,116,"0,0,1,1,0",2
Celebrities,http://topics.nytimes.com/top/reference/timestopics/people/j/michael_jackson/index.html,117,"0,0,0,1,1",2
Celebrities,http://www.mahalo.com/michael-jackson,118,"0,0,0,2,0",2
Celebrities,http://abcnews.go.com/Entertainment/MichaelJackson/story?id=7932509&page=1,119,"0,0,0,2,0",2
Celebrities,http://itunes.apple.com/us/artist/michael-jackson/id32940,120,"0,0,0,1,1",2
Celebrities,http://www.nme.com/artists/michael-jackson/,121,"0,0,1,1,0",2
Celebrities,http://en.wikipedia.org/wiki/Nadya_Suleman,122,"0,0,0,1,1",2
Celebrities,http://topics.latimes.com/health/nadya-suleman,123,"0,0,0,2,0",2
Celebrities,http://www.mahalo.com/nadya-suleman,124,"0,0,0,1,1",2
Celebrities,http://topics.nytimes.com/top/reference/timestopics/people/s/nadya_suleman/index.html,125,"0,0,0,1,1",2
Environment,http://www.heritage.org/Research/Reports/2007/12/Beware-of-Cap-and-Trade-Climate-Bills,126,"0,0,0,1,1",2
Environment,http://online.wsj.com/article/SB124588837560750781.html,127,"0,0,0,1,1",2
Environment,http://www.generationgreen.org/cap-trade.htm,128,"0,0,0,2,0",2
Environment,http://www.fastcompany.com/1661427/cap-and-trade-definition-its-all-easier-to-understand-than-you-think?partner=rss,129,"0,0,0,2,0",2
Environment,http://topics.nytimes.com/topics/reference/timestopics/subjects/g/greenhouse_gas_emissions/cap_and_trade/index.html?inline=nyt-classifier,130,"0,0,0,2,0",2
Environment,http://voices.washingtonpost.com/ezra-klein/2010/06/a_utilities-only_cap-and-trade.html?hpid=news-col-blog,131,"0,0,0,2,0",2
Environment,http://www.arb.ca.gov/cc/capandtrade/capandtrade.htm,132,"0,0,0,1,1",2
Environment,http://www.edf.org/page.cfm?tagID=1085,133,"0,0,0,2,0",2
Environment,http://www.cogeneration.net/cap_and_trade.htm,134,"0,1,0,1,0",2
Environment,http://www.carbontax.org/issues/carbon-taxes-vs-cap-and-trade/,135,"0,0,0,2,0",2
Environment,http://www.businessdictionary.com/definition/cap-and-trade.html,136,"0,0,0,2,0",2
Environment,http://en.wikipedia.org/wiki/Climate_change_consensus,137,"0,0,1,1,0",2
Environment,http://www.ecy.wa.gov/climatechange/,138,"0,0,0,1,1",2
Environment,http://online.wsj.com/article/SB124597505076157449.html,139,"0,0,0,1,1",2
Environment,http://www.britannica.com/EBchecked/topic/121632/climate-change,140,"0,0,0,1,1",2
Environment,http://www.huffingtonpost.com/news/climate-change,141,"0,0,0,2,0",2
Environment,http://www.climatechange.ca.gov/,142,"0,0,0,1,1",2
Environment,http://www.water.ca.gov/climatechange/,143,"0,0,0,1,1",2
Environment,http://www.wunderground.com/climate/,144,"0,0,0,1,1",2
Environment,http://climatechange.msu.edu/,145,"0,0,0,2,0",2
Environment,http://www.geosociety.org/positions/position10.htm,146,"0,0,0,2,0",2
Environment,http://www.ecy.wa.gov/climatechange/whatis.htm,147,"0,0,0,1,1",2
Environment,http://jobs.greenbiz.com/,148,"0,0,0,2,0",2
Environment,http://www.sustainablebusiness.com/jobs/,149,"0,0,0,2,0",2
Environment,http://jobs.treehugger.com/,150,"0,0,0,2,0",2
Environment,http://www.sustainlane.com/green-jobs,151,"0,0,0,2,0",2
Environment,http://www.fastcompany.com/articles/2009/01/best-green-jobs.html,152,"0,0,0,2,0",2
Environment,http://www.sierraclub.org/greenjobs/,153,"0,0,0,1,1",2
Environment,http://www.careerbuilder.com/jobs/keyword/green+jobs,154,"0,0,0,2,0",2
Environment,http://urbanhabitat.org/node/528,155,"0,0,1,1,0",2
Environment,http://jobs.jetsongreen.com/,156,"0,0,0,2,0",2
Environment,http://www.msnbc.msn.com/id/27284822/,157,"0,0,0,2,0",2
Environment,http://greenjobs.itcilo.org/,158,"0,0,0,2,0",2
Environment,http://www.greenjobscentral.blogspot.com/,159,"0,0,0,2,0",2
Environment,http://www.5milliongreenjobs.org/,160,"0,0,0,2,0",2
Environment,http://jobs.grist.org/,161,"0,0,0,2,0",2
Environment,http://greenjobs.workforce3one.org/,162,"0,0,0,2,0",2
Environment,http://veteransgreenjobs.org/,163,"0,0,0,2,0",2
Environment,http://www.greencollarblog.org/,164,"0,0,0,2,0",2
Environment,http://www.msnbc.msn.com/id/24794156/,165,"0,0,0,2,0",2
Environment,http://organic.org/,166,"0,0,0,1,1",2
Environment,http://www.organiceatingdaily.com/,167,"0,0,0,2,0",2
Environment,http://www.webmd.com/food-recipes/features/eating-organic,168,"0,0,0,2,0",2
Environment,http://www.msnbc.msn.com/id/3076638/,169,"0,0,0,2,0",2
Environment,http://www.nytimes.com/2009/03/22/weekinreview/22bittman.html,170,"0,0,0,2,0",2
Environment,http://www.nytimes.com/2008/12/04/health/04iht-snparker.1.18329349.html,171,"0,0,0,2,0",2
Environment,http://www.bankrate.com/brm/news/cheap/20040901a1.asp,172,"0,0,0,2,0",2
Environment,"http://www.time.com/time/magazine/article/0,9171,1595245,00.html",173,"0,0,0,2,0",2
Environment,http://www.thehealthyeatingguide.com/organiceating.html,174,"0,0,0,2,0",2
Environment,http://articles.sfgate.com/2007-11-28/food/17269959_1_antioxidants-organic-uc-davis,175,"0,0,0,2,0",2
Environment,http://www.recipe4living.com/articles/eating_organic.htm,176,"0,0,0,2,0",2
Environment,http://www.organic.org/articles/showarticle/article-207,177,"0,0,0,2,0",2
Environment,http://www.eatingwell.com/food_news_origins/green_sustainable/organic_or_not_is_organic_produce_healthier_than_conventional,178,"0,0,0,2,0",2
Environment,http://www.goodharvestmarket.com/special_diets/eating_organic.html,179,"0,0,0,2,0",2
Environment,http://www.csmonitor.com/From-the-news-wires/2010/0617/Renewable-energy-New-Mexico-to-build-two-solar-power-facilities,180,"0,0,0,1,1",2
Environment,http://renewableenergy.com/,181,"0,0,0,2,0",2
Environment,http://www.answers.com/topic/renewable-energy,182,"0,0,0,2,0",2
Environment,http://www.nrel.gov/learning/,183,"0,0,0,1,1",2
Environment,http://www.wikinvest.com/industry/Renewable_Energy,184,"0,0,0,2,0",2
Environment,http://www.uwsp.edu/cnr/wcee/keep/renewable_energy_education/,185,"0,0,0,1,1",2
Environment,http://www.energysavers.gov/renewable_energy/,186,"0,0,0,1,1",2
Environment,http://www.focusonenergy.com/Renewable/,187,"0,0,0,1,1",2
Environment,http://www.renewablechoice.com/,188,"0,0,0,2,0",2
Environment,http://www.amazon.com/Renewable-Energy-Godfrey-Boyle/dp/0199261784,189,"0,0,0,1,1",2
Environment,http://www.njcleanenergy.com/renewable-energy/home/home,190,"0,0,0,1,1",2
Environment,http://www.eia.doe.gov/fuelrenewable.html,191,"0,0,0,1,1",2
Environment,http://arch.hku.hk/research/BEER/renew.htm,192,"0,0,0,2,0",2
Environment,http://www.dec.ny.gov/energy/40899.html,193,"0,0,0,1,1",2
Health,http://www.genetichealth.com/ALZ_Genetics_of_Alzheimers_Disease.shtml,194,"0,0,0,2,0",2
Health,http://news.bbc.co.uk/2/hi/health/8237686.stm,195,"0,0,0,1,1",2
Health,http://www.medicalnewstoday.com/articles/163133.php,196,"0,0,0,2,0",2
Health,http://www.accessexcellence.org/WN/SUA12/alz398.php,197,"0,0,0,2,0",2
Health,http://www.guardian.co.uk/science/2009/sep/06/alzheimers-disease-genes-research,198,"0,0,0,1,1",2
Health,http://discovermagazine.com/2010/jan-feb/088,199,"0,0,0,2,0",2
Health,http://abcnews.go.com/Health/MindMoodNews/alzheimers-gene-discovery/story?id=8494263,200,"0,0,0,2,0",2
Health,http://brainfitforlife.com/blog/?tag=alzheimers-genes,201,"0,0,1,1,0",2
Health,http://www.medicalnewstoday.com/articles/116532.php,202,"0,0,0,2,0",2
Health,http://www.nhs.uk/news/2009/09September/Pages/NewAlzheimersGenesFound.aspx,203,"0,0,0,1,1",2
Health,http://www.usnews.com/science/articles/2009/09/08/three-genes-linked-to-alzheimers-disease-risk.html,204,"0,0,0,2,0",2
Health,http://www.bloomberg.com/apps/news?pid=20601087&sid=arR9p6MFWd9I,205,"0,0,0,2,0",2
Health,http://blogs.nature.com/news/thegreatbeyond/2009/09/alzheimers_genes_identified.html,206,"0,0,0,2,0",2
Health,http://iafrica.com/technology/news/science/2409280.htm,207,"0,0,0,2,0",2
Health,http://www.npr.org/blogs/health/2009/09/more_alzheimers_genes_found_cu.html,208,"0,0,0,1,1",2
Health,http://latimesblogs.latimes.com/booster_shots/2009/09/new-genes-linked-to-alzheimers.html,209,"0,0,0,2,0",2
Health,http://www.thedietchannel.com/atkins.htm,210,"0,0,0,2,0",2
Health,http://www.diet.com/store/facts/atkins-diet,211,"0,0,0,2,0",2
Health,http://www.oprah.com/health/Is-South-Beach-Diet-Better-Than-Atkins-or-Other-Diets,212,"0,0,0,2,0",2
Health,http://www.amazon.com/Dr-Atkins-New-Diet-Revolution/dp/0380727293,213,"0,0,0,1,1",2
Health,http://www.amazon.com/Dr-Atkins-New-Diet-Revolution/dp/0380803682,214,"0,0,0,1,1",2
Health,http://www.lowcarb.ca/articlesb/article328.html,215,"0,0,0,2,0",2
Health,http://serendip.brynmawr.edu/exchange/node/1700,216,"0,0,1,1,0",2
Health,http://my.dietpower.com/features/atkins_diet.php,217,"0,0,0,2,0",2
Health,http://www.atkinsexposed.org/atkins/99/Mayo_Clinic.htm,218,"0,0,0,2,0",2
Health,http://www.everydiet.org/diet/atkins-diet/comment-page-1,219,"0,0,1,1,0",2
Health,http://www.netdoctor.co.uk/features/atkins_diet_003833.htm,220,"0,0,0,2,0",2
Health,http://professionals.epilepsy.com/secondary/atkinsadults.html,221,"0,0,0,2,0",2
Health,http://www.autismweb.com/signs.htm,222,"0,0,0,2,0",2
Health,http://www.autismspeaks.org/whatisit/learnsigns.php,223,"0,0,0,2,0",2
Health,http://www.medicinenet.com/script/main/art.asp?articlekey=80625,224,"0,0,0,1,1",2
Health,http://www.helpguide.org/mental/autism_signs_symptoms.htm,225,"0,0,0,2,0",2
Health,http://www.autismspeaks.ca/en/early-warning-signs,226,"0,0,0,2,0",2
Health,http://www.firstsigns.org/,227,"0,0,0,2,0",2
Health,http://autismmclean.org/understandingAutism/warningSigns,228,"0,0,0,2,0",2
Health,http://autism.suite101.com/article.cfm/early_diagnosis_of_autism,229,"0,0,0,2,0",2
Health,http://www.justmommies.com/articles/early-warning-signs-autism.shtml,230,"0,0,0,2,0",2
Health,http://www.ehow.com/about_5435410_early-warning-signs-autism.html,231,"0,0,0,2,0",2
Health,http://www.firstsigns.org/delays_disorders/asd.htm,232,"0,0,0,2,0",2
Health,http://drphil.com/articles/article/545,233,"0,0,0,2,0",2
Health,http://www.justmommies.com/gradeschool-kids/kids-development/early-warning-signs-autism,234,"0,0,0,2,0",2
Health,http://www.webmd.com/brain/autism/news/20070705/cues-may-signal-autism-toddlers,235,"0,0,0,1,1",2
Health,http://www.cdc.gov/ncbddd/actearly/index.html,236,"0,0,0,1,1",2
Health,http://hubpages.com/hub/signs_of_autism_in_infants,237,"0,0,0,2,0",2
Health,http://www.suite101.com/blog/traceythompson/441,238,"0,0,0,2,0",2
Health,http://www.autisminfoguide.com/autism/46,239,"0,0,0,2,0",2
Health,http://www.associatedcontent.com/article/2060919/signs_and_symptoms_of_autism_in_infants.html,240,"0,0,0,2,0",2
Health,http://onspectrum.com/Autism-Signs-Symptoms.html,241,"0,0,0,2,0",2
Health,http://www.healthcentral.com/adhd/c/849319/68799/warning-signs-detect,242,"0,0,0,2,0",2
Health,http://www.webmd.com/cold-and-flu/features/is-the-h1n1-swine-flu-vaccine-safe,243,"0,0,0,1,1",2
Health,http://www.sciencenews.org/view/generic/id/49017/title/H1N1_vaccine_Counting_side_effects,244,"0,0,0,2,0",2
Health,http://health.blogs.foxnews.com/2009/10/26/tracking-h1n1-vaccine-side-effects/,245,"0,0,0,2,0",2
Health,http://www.examiner.com/x-18331-Natural-Health-Examiner~y2009m10d5-What-are-the-possible-side-effects-of-the-H1N1-Swine-Flu-vaccinations,246,"0,0,0,2,0",2
Health,http://www.associatedcontent.com/article/2369932/h1n1_side_effects_side_effects_of_the.html?cat=5,247,"0,0,0,2,0",2
Health,http://www.associatedcontent.com/article/2332570/possible_h1n1_vaccine_deaths_whats.html?cat=5,248,"0,0,0,2,0",2
Health,http://www.nowpublic.com/health/h1n1-vaccine-no-serious-side-effects-found-says-who-2509956.html,249,"0,0,0,2,0",2
Health,http://www.cbsnews.com/stories/2009/11/20/earlyshow/health/main5723397.shtml,250,"0,0,0,2,0",2
Health,http://thestar.com.my/news/story.asp?file=/2009/9/28/nation/20090928092605&sec=nation,251,"0,0,0,2,0",2
Health,http://thestar.com.my/news/story.asp?file=/2009/9/28/nation/20090928092605&sec=nation,252,"0,0,0,2,0",2
Health,http://www.dietresearch.com/diet-reviews/p90x/,253,"0,0,0,2,0",2
Health,http://www.dietspotlight.com/p90x-review/,254,"0,0,0,2,0",2
Health,http://www.wellsphere.com/exercise-article/how-does-p90x-work-part-2-of-12/20499,255,"0,0,0,2,0",2
Health,http://www.extremebodyworkout.com/blog/,256,"0,0,1,1,0",2
Health,http://www.beachbody.com/product/newsletters/283.do,257,"0,0,1,1,0",2
Health,http://reviewsalert.com/p90x-exercise-home-fitness-workout-guide-and-13-dvd-set/,258,"0,0,1,1,0",2
Health,http://hubpages.com/hub/P90X-Reviews-Does-P90X-Work,259,"0,0,0,2,0",2
Health,http://www.mikereinold.com/2008/12/best-home-workout.html,260,"0,0,1,1,0",2
Health,http://www.thedreamlounge.net/2009/06/22/dear-dream-what-is-p90x-and-does-p90x-really-work/,261,"0,0,1,1,0",2
Health,http://www.amazon.com/Resistance-Exercise-insanity-crossfit-physical/dp/B002YQN802,262,"0,0,0,1,1",2
Health,http://www.p90x-review.net/how-it-works.html,263,"0,0,0,2,0",2
Personal Finance,http://www.mastercard.com/us/personal/en/learningcenter/debtknowhow/assessyourdebt/index.html,264,"0,0,1,1,0",2
Personal Finance,http://personal-debt-management.suite101.com/article.cfm/reduce_debt,265,"0,0,1,1,0",2
Personal Finance,http://www.mint.com/blog/finance-core/your-bailout-slash-your-credit-card-debt/,266,"0,0,0,2,0",2
Personal Finance,http://www.lendersmark.org/debt-consolidation.htm,267,"0,1,0,1,0",2
Personal Finance,http://www.bankrate.com/brm/calculators/creditcards/reduce_credit_card_debt.asp,268,"0,0,0,2,0",2
Personal Finance,http://www.mahalo.com/how-to-reduce-student-loan-debt,269,"0,0,0,2,0",2
Personal Finance,http://www.howtodothings.com/finance-and-money/a2603-how-to-set-a-budget-for-debt-reduction.html,270,"0,1,0,1,0",2
Personal Finance,http://cashmoneylife.com/2008/10/21/increase-investment-contributions-ira-401k/,271,"0,0,0,2,0",2
Personal Finance,http://www.usatoday.com/money/perfi/columnist/block/2008-04-21-inflation-adjusted-bonds_N.htm,272,"0,0,0,2,0",2
Personal Finance,http://www.fool.com/investing/beginning/whens-the-right-time-to-invest.aspx,273,"0,0,0,2,0",2
Personal Finance,http://moneywatch.bnet.com/investing/blog/wise-investing/is-now-a-good-time-to-invest-in-tips/681/,274,"0,0,0,2,0",2
Personal Finance,http://moneyshaker.blogspot.com/2007/06/is-it-good-time-to-invest-in-real.html,275,"0,1,0,1,0",2
Personal Finance,http://www.fool.com/investing/dividends-income/2008/10/24/invest-without-the-stress.aspx,276,"0,0,0,2,0",2
Celebrities,http://www.adamofficial.com/us/intro,277,"0,0,1,1,0",2
Celebrities,http://www.adamofficial.com/us/home,278,"0,0,1,1,0",2
Celebrities,http://adam-lambert.net/,279,"0,0,1,1,0",2
Celebrities,http://www.thehollywoodgossip.com/stars/adam-lambert/,280,"0,0,2,0,0",2
Celebrities,http://www.myspace.com/adamlambert,281,"0,0,1,1,0",2
Celebrities,http://www.mahalo.com/adam-lambert,282,"0,0,1,1,0",2
Celebrities,http://adam-lambert.org/,283,"0,0,2,0,0",2
Celebrities,http://www.askmen.com/celebs/men/entertainment/adam-lambert/index.html,284,"0,0,1,1,0",2
Celebrities,http://twitter.com/_Adam_Lambert_,285,"0,0,1,1,0",2
Celebrities,http://www.adamlambertcd.com/,286,"0,0,1,1,0",2
Celebrities,http://twitter.com/AdamLambert,287,"0,0,1,1,0",2
Celebrities,http://justjared.buzznet.com/tags/adam-lambert/,288,"0,0,2,0,0",2
Celebrities,http://www.zimbio.com/Adam+Lambert,289,"0,0,1,1,0",2
Celebrities,http://www.blueblood.net/2009/03/adam-lambert-nude/,290,"0,0,2,0,0",2
Celebrities,http://new.music.yahoo.com/adam-lambert/,291,"0,0,1,1,0",2
Celebrities,http://topics.nytimes.com/topics/reference/timestopics/people/l/floyd_landis/index.html,292,"0,0,1,0,1",2
Celebrities,http://www.tdfblog.com/floyd_landis/,293,"0,0,1,1,0",2
Celebrities,http://ouchmedicalcenter.com/floyd,294,"0,1,1,0,0",2
Celebrities,http://topics.wsj.com/person/L/floyd-landis/6145,295,"0,0,1,0,1",2
Celebrities,http://www.usatoday.com/sports/cycling/2010-02-15-landis-warrant-update_N.htm?csp=34,296,"0,0,1,1,0",2
Celebrities,http://www.popstarsplus.com/sports_floydlandis.htm,297,"0,0,2,0,0",2
Celebrities,http://www.examiner.com/x-1155-Cycling-Examiner~y2010m5d29-Floyd-Landis-OUCH-part-company-embattled-cyclists-career-over-at-age-34,298,"0,0,1,1,0",2
Celebrities,http://www.mahalo.com/floyd-landis,299,"0,0,2,0,0",2
